no,name,category,chapter,search,search_alt,slug,group,match,url,license,credit,page
097,토지 조사 사업 측량,근현대,34,토지조사사업 측량,Japanese land survey Korea 1910s,토지_조사_사업_측량,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/Empire-of-Japan-Topographic-Map-%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%B8%9D%E5%9B%BD%E3%81%AE%E5%9C%B0%E5%BD%A2%E5%9B%B3-1918.jpg/960px-Empire-of-Japan-Topographic-Map-%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%B8%9D%E5%9B%BD%E3%81%AE%E5%9C%B0%E5%BD%A2%E5%9B%B3-1918.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 1.0,"Asahi Shimbun, Tokyo",https://commons.wikimedia.org/wiki/File:Empire-of-Japan-Topographic-Map-%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%B8%9D%E5%9B%BD%E3%81%AE%E5%9C%B0%E5%BD%A2%E5%9B%B3-1918.jpg
098,광복 환영 인파,근현대,38,1945 광복 환영 인파,Liberation of Korea 1945 crowd,광복_환영_인파,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/Seoul_Station_in_1945.8.15.jpg/960px-Seoul_Station_in_1945.8.15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,原典不詳,https://commons.wikimedia.org/wiki/File:Seoul_Station_in_1945.8.15.jpg
099,5·10 총선거 투표,근현대,38,1948 5·10 총선거 투표,1948 South Korean general election,510_총선거_투표,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Republic_of_Korea_Constituency_of_The_Constituent_Assembly_election_1948_districts_result.png/960px-Republic_of_Korea_Constituency_of_The_Constituent_Assembly_election_1948_districts_result.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,막걸리,https://commons.wikimedia.org/wiki/File:Republic_of_Korea_Constituency_of_The_Constituent_Assembly_election_1948_districts_result.png
100,4·19 혁명 시위,근현대,39,4·19 혁명 시위,April Revolution 1960 Korea,419_혁명_시위,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/%EC%82%AC%EC%9B%94_%ED%9D%AC%EC%83%9D_%ED%98%81%EB%AA%85_%EA%B8%B0%EB%85%90%ED%83%91_April_Revolution_Monument.jpg/960px-%EC%82%AC%EC%9B%94_%ED%9D%AC%EC%83%9D_%ED%98%81%EB%AA%85_%EA%B8%B0%EB%85%90%ED%83%91_April_Revolution_Monument.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,RyuMinjoo,https://commons.wikimedia.org/wiki/File:%EC%82%AC%EC%9B%94_%ED%9D%AC%EC%83%9D_%ED%98%81%EB%AA%85_%EA%B8%B0%EB%85%90%ED%83%91_April_Revolution_Monument.jpg
101,경주 동궁과 월지,통일신라,6,경주 동궁과 월지 안압지,Donggung and Wolji Gyeongju,동궁과_월지,건축,안압지,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/%EA%B2%BD%EC%A3%BC_%EB%8F%99%EA%B6%81%EA%B3%BC_%EC%9B%94%EC%A7%80_360.jpg/960px-%EA%B2%BD%EC%A3%BC_%EB%8F%99%EA%B6%81%EA%B3%BC_%EC%9B%94%EC%A7%80_360.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ronnie G.Dayo,https://commons.wikimedia.org/wiki/File:%EA%B2%BD%EC%A3%BC_%EB%8F%99%EA%B6%81%EA%B3%BC_%EC%9B%94%EC%A7%80_360.jpg
102,발해 상경성 석등,통일신라,6,발해 석등,Balhae stone lantern Sanggyeong,발해_석등,고대 공예,,,,,
103,발해 영광탑,통일신라,6,영광탑,Yongguang Pagoda Balhae,영광탑,석탑,영광탑,,,,
104,경주 문무대왕릉,통일신라,6,문무대왕릉,Underwater Tomb of King Munmu,문무대왕릉,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/%EB%AC%B8%EB%AC%B4%EB%8C%80%EC%99%95%EB%A6%89-1.jpg/960px-%EB%AC%B8%EB%AC%B4%EB%8C%80%EC%99%95%EB%A6%89-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Korearoadtour,https://commons.wikimedia.org/wiki/File:%EB%AC%B8%EB%AC%B4%EB%8C%80%EC%99%95%EB%A6%89-1.jpg
105,경주 불국사,통일신라,9,불국사 청운교 백운교,Bulguksa Cheongungyo Baegungyo,불국사,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Cheongungyo_and_Baegungyo%2C_Bulguksa.jpg/960px-Cheongungyo_and_Baegungyo%2C_Bulguksa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Choi2451,"https://commons.wikimedia.org/wiki/File:Cheongungyo_and_Baegungyo,_Bulguksa.jpg"
106,안압지 출토 주령구,통일신라,7,주령구,Juryeonggu dice Silla,주령구,고대 공예,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Korean14dice_flat.svg/960px-Korean14dice_flat.svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Betalph,https://commons.wikimedia.org/wiki/File:Korean14dice_flat.svg
107,건원중보,고려,13,건원중보,Geonwon Jungbo coin,건원중보,화폐와 생활 유물,고려의 화폐,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Konwon_Chungbo_%28%E4%B9%BE%E5%85%83%E9%87%8D%E5%AF%B6%29_-_Dongguk_%28%E6%9D%B1%E5%9C%8B%29_-_National_Institute_of_Korean_History_%28%E5%9C%8B%E5%8F%B2_%E7%B7%A8%E7%BA%82_%E5%A7%94%E5%93%A1%E6%9C%83%29_02.jpg/960px-Konwon_Chungbo_%28%E4%B9%BE%E5%85%83%E9%87%8D%E5%AF%B6%29_-_Dongguk_%28%E6%9D%B1%E5%9C%8B%29_-_National_Institute_of_Korean_History_%28%E5%9C%8B%E5%8F%B2_%E7%B7%A8%E7%BA%82_%E5%A7%94%E5%93%A1%E6%9C%83%29_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"Unknown, possibly the government of Balhae.",https://commons.wikimedia.org/wiki/File:Konwon_Chungbo_(%E4%B9%BE%E5%85%83%E9%87%8D%E5%AF%B6)_-_Dongguk_(%E6%9D%B1%E5%9C%8B)_-_National_Institute_of_Korean_History_(%E5%9C%8B%E5%8F%B2_%E7%B7%A8%E7%BA%82_%E5%A7%94%E5%93%A1%E6%9C%83)_02.jpg
108,해동통보,고려,13,해동통보,Haedong Tongbo coin,해동통보,화폐와 생활 유물,,,,,
109,개성 만월대,고려,10,만월대,Manwoldae Kaesong,만월대,건축,개성 만월대,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Sunjong_in_Manwoldae.jpg/960px-Sunjong_in_Manwoldae.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,村上,https://commons.wikimedia.org/wiki/File:Sunjong_in_Manwoldae.jpg
110,강화 고려궁지,고려,12,강화 고려궁지,Goryeo palace site Ganghwa,강화_고려궁지,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/Goryeo_Palace_20181013_01.jpg/960px-Goryeo_Palace_20181013_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Mobius6,https://commons.wikimedia.org/wiki/File:Goryeo_Palace_20181013_01.jpg
111,경복궁 근정전,조선전기,16,경복궁 근정전,Gyeongbokgung Geunjeongjeon,경복궁_근정전,건축,경복궁,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/%EA%B2%BD%EB%B3%B5%EA%B6%81_%EA%B7%BC%EC%A0%95%EC%A0%84.jpg/960px-%EA%B2%BD%EB%B3%B5%EA%B6%81_%EA%B7%BC%EC%A0%95%EC%A0%84.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Dkdksjsh,https://commons.wikimedia.org/wiki/File:%EA%B2%BD%EB%B3%B5%EA%B6%81_%EA%B7%BC%EC%A0%95%EC%A0%84.jpg
112,종묘 정전,조선전기,16,종묘 정전,Jongmyo Jeongjeon,종묘_정전,건축,종묘,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/%EC%A2%85%EB%AC%98_%EC%A0%95%EC%A0%84.jpg/960px-%EC%A2%85%EB%AC%98_%EC%A0%95%EC%A0%84.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Osidaj,https://commons.wikimedia.org/wiki/File:%EC%A2%85%EB%AC%98_%EC%A0%95%EC%A0%84.jpg
113,창덕궁 인정전,조선전기,16,창덕궁 인정전,Changdeokgung Injeongjeon,창덕궁_인정전,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/%EC%B0%BD%EB%8D%95%EA%B6%81_%EC%9D%B8%EC%A0%95%EC%A0%84.jpg/960px-%EC%B0%BD%EB%8D%95%EA%B6%81_%EC%9D%B8%EC%A0%95%EC%A0%84.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Kdy120414 김대영,https://commons.wikimedia.org/wiki/File:%EC%B0%BD%EB%8D%95%EA%B6%81_%EC%9D%B8%EC%A0%95%EC%A0%84.jpg
114,숭례문,조선전기,21,숭례문,Namdaemun Sungnyemun,숭례문,건축,숭례문,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Sungnyemun_Gate%2C_Seoul%2C_1394_%2813%29_%2839324223650%29.jpg/960px-Sungnyemun_Gate%2C_Seoul%2C_1394_%2813%29_%2839324223650%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"Richard Mortel from Riyadh, Saudi Arabia","https://commons.wikimedia.org/wiki/File:Sungnyemun_Gate,_Seoul,_1394_(13)_(39324223650).jpg"
115,마패,조선전기,17,마패,Mapae horse tally Joseon,마패,화폐와 생활 유물,마패,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/%EC%95%94%ED%96%89%EC%96%B4%EC%82%AC_%EB%A7%88%ED%8C%A8_%281%29.JPG/960px-%EC%95%94%ED%96%89%EC%96%B4%EC%82%AC_%EB%A7%88%ED%8C%A8_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%EC%95%94%ED%96%89%EC%96%B4%EC%82%AC_%EB%A7%88%ED%8C%A8_(1).JPG
116,호패,조선전기,17,호패,Hopae identity tag Joseon,호패,화폐와 생활 유물,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/%E6%9C%9D%E9%B2%9C%E5%8F%B7%E7%89%8C.jpg/960px-%E6%9C%9D%E9%B2%9C%E5%8F%B7%E7%89%8C.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,三猎,https://commons.wikimedia.org/wiki/File:%E6%9C%9D%E9%B2%9C%E5%8F%B7%E7%89%8C.jpg
117,강진 무위사 극락전,조선전기,21,무위사 극락전,Muwisa Geungnakjeon,무위사_극락전,건축,강진 무위사 극락전,https://upload.wikimedia.org/wikipedia/commons/3/3d/Amitabna_buddha_wall_painting_in_Geungnakjeon_Hall_of_Muwisa_Temple.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:Amitabna_buddha_wall_painting_in_Geungnakjeon_Hall_of_Muwisa_Temple.jpg
118,성균관 명륜당,조선전기,17,성균관 명륜당,Sungkyunkwan Myeongnyundang,성균관_명륜당,건축,조선의 성균관,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/%EB%AA%85%EB%A5%9C%EB%8B%B9_Lecture_Hall_%284%29.jpg/960px-%EB%AA%85%EB%A5%9C%EB%8B%B9_Lecture_Hall_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Christian140,https://commons.wikimedia.org/wiki/File:%EB%AA%85%EB%A5%9C%EB%8B%B9_Lecture_Hall_(4).jpg
119,탕평비,조선후기,22,탕평비,Tangpyeongbi stele Seoul,탕평비,비석,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Tangpyeongbi.jpg/960px-Tangpyeongbi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Motoko C. K.,https://commons.wikimedia.org/wiki/File:Tangpyeongbi.jpg
120,백두산정계비,조선후기,23,백두산정계비,Mount Paektu boundary monument 1712,백두산정계비,비석,백두산정계비,,,,
121,상평통보,조선후기,24,상평통보,Sangpyeong Tongbo coin,상평통보,화폐와 생활 유물,상평통보,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Sangpyeong_Tongbo_%28%E5%B8%B8%E5%B9%B3%E9%80%9A%E5%AF%B6%29_%E2%80%93_All_denominations_%28%E4%B8%80%E6%96%87%2C_%E4%BA%8C%E6%96%87%2C_%E4%BA%94%E6%96%87%2C_%E7%99%BE%E6%96%87%29_01.jpg/960px-Sangpyeong_Tongbo_%28%E5%B8%B8%E5%B9%B3%E9%80%9A%E5%AF%B6%29_%E2%80%93_All_denominations_%28%E4%B8%80%E6%96%87%2C_%E4%BA%8C%E6%96%87%2C_%E4%BA%94%E6%96%87%2C_%E7%99%BE%E6%96%87%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Donald Trung Quoc Don (Chữ Hán: 徵國單) - Wikimedia Commons - © CC BY-SA 4.0 International . ( Want to use this image? ) Or,"https://commons.wikimedia.org/wiki/File:Sangpyeong_Tongbo_(%E5%B8%B8%E5%B9%B3%E9%80%9A%E5%AF%B6)_%E2%80%93_All_denominations_(%E4%B8%80%E6%96%87,_%E4%BA%8C%E6%96%87,_%E4%BA%94%E6%96%87,_%E7%99%BE%E6%96%87)_01.jpg"
122,수원 화성 화서문,조선후기,22,수원 화성 화서문,Hwaseomun Suwon Hwaseong,화서문,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/%EC%88%98%EC%9B%90_%ED%99%94%EC%84%B1_%ED%99%94%EC%84%9C%EB%AC%B8_Hwaseong_Fortress_Hwaseomun.jpg/960px-%EC%88%98%EC%9B%90_%ED%99%94%EC%84%B1_%ED%99%94%EC%84%9C%EB%AC%B8_Hwaseong_Fortress_Hwaseomun.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Tungdangthanh,https://commons.wikimedia.org/wiki/File:%EC%88%98%EC%9B%90_%ED%99%94%EC%84%B1_%ED%99%94%EC%84%9C%EB%AC%B8_Hwaseong_Fortress_Hwaseomun.jpg
123,구례 화엄사 각황전,조선후기,27,화엄사 각황전,Hwaeomsa Gakhwangjeon,화엄사_각황전,건축,구례 화엄사 각황전,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/Hwaeomsa_IMG_20161001_114845.jpg/960px-Hwaeomsa_IMG_20161001_114845.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,G41rn8,https://commons.wikimedia.org/wiki/File:Hwaeomsa_IMG_20161001_114845.jpg
124,동의보감,조선후기,27,동의보감,Dongui Bogam,동의보감,기록물,동의보감,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/%EB%8F%99%EC%9D%98%EB%B3%B4%EA%B0%90_%281%29.JPG/960px-%EB%8F%99%EC%9D%98%EB%B3%B4%EA%B0%90_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%EB%8F%99%EC%9D%98%EB%B3%B4%EA%B0%90_(1).JPG
125,우정총국,개항기,29,우정총국,Ujeongchongguk postal office,우정총국,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/Central_Post_Office_building%2C_Seoul%2C_1893_%282%29_%2839321953840%29.jpg/960px-Central_Post_Office_building%2C_Seoul%2C_1893_%282%29_%2839321953840%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"Richard Mortel from Riyadh, Saudi Arabia","https://commons.wikimedia.org/wiki/File:Central_Post_Office_building,_Seoul,_1893_(2)_(39321953840).jpg"
126,환구단,개항기,30,환구단,Hwangudan Seoul altar,환구단,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6e/Temple_of_Heaven_Seoul2.jpg/960px-Temple_of_Heaven_Seoul2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"Burton Holmes from Ewing Galloway, New York",https://commons.wikimedia.org/wiki/File:Temple_of_Heaven_Seoul2.jpg
127,전봉준,개항기,30,전봉준,Jeon Bong-jun arrest photograph,전봉준,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Birthplace_of_Jeon_Bong-jun_%281%29.jpg/960px-Birthplace_of_Jeon_Bong-jun_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,고려,https://commons.wikimedia.org/wiki/File:Birthplace_of_Jeon_Bong-jun_(1).jpg
128,광화문 앞 육조거리,개항기,28,육조거리,Yukjo street Gwanghwamun 1900,육조거리,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Seoul_Town.jpg/960px-Seoul_Town.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Cornell University Library,https://commons.wikimedia.org/wiki/File:Seoul_Town.jpg
129,김좌진,일제강점기,36,김좌진,Kim Chwa-chin,김좌진,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Commenorative_Stele_of_General_Kim_Chwa-chin.jpg/960px-Commenorative_Stele_of_General_Kim_Chwa-chin.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Trainholic,https://commons.wikimedia.org/wiki/File:Commenorative_Stele_of_General_Kim_Chwa-chin.jpg
130,홍범도,일제강점기,36,홍범도,Hong Beom-do,홍범도,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/%ED%99%8D%EB%B2%94%EB%8F%84_%EA%B6%8C%EC%B4%9D%EC%A7%91.jpg/960px-%ED%99%8D%EB%B2%94%EB%8F%84_%EA%B6%8C%EC%B4%9D%EC%A7%91.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Hyun616,https://commons.wikimedia.org/wiki/File:%ED%99%8D%EB%B2%94%EB%8F%84_%EA%B6%8C%EC%B4%9D%EC%A7%91.jpg
131,윤봉길,일제강점기,37,윤봉길,Yun Bong-gil,윤봉길,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/Statue_of_Yoon_Bong-Gil_in_Provisional_Government_of_ROK_in_Shanghai.JPG/960px-Statue_of_Yoon_Bong-Gil_in_Provisional_Government_of_ROK_in_Shanghai.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Ericmetro,https://commons.wikimedia.org/wiki/File:Statue_of_Yoon_Bong-Gil_in_Provisional_Government_of_ROK_in_Shanghai.JPG
132,이봉창,일제강점기,37,이봉창,Lee Bong-chang,이봉창,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/%ED%83%9C%EA%B7%B9%EA%B8%B0_%EC%95%9E%EC%97%90_%EC%84%A0_%EC%9D%B4%EB%B4%89%EC%B0%BD.jpg/960px-%ED%83%9C%EA%B7%B9%EA%B8%B0_%EC%95%9E%EC%97%90_%EC%84%A0_%EC%9D%B4%EB%B4%89%EC%B0%BD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:%ED%83%9C%EA%B7%B9%EA%B8%B0_%EC%95%9E%EC%97%90_%EC%84%A0_%EC%9D%B4%EB%B4%89%EC%B0%BD.jpg
133,서대문 형무소,일제강점기,34,서대문형무소,Seodaemun Prison,서대문형무소,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Structures_at_the_Seodaemun_Prison%2C_Seoul.jpg/960px-Structures_at_the_Seodaemun_Prison%2C_Seoul.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ethan Doyle White,"https://commons.wikimedia.org/wiki/File:Structures_at_the_Seodaemun_Prison,_Seoul.jpg"
134,6·25 전쟁 피란민,현대,38,6.25 전쟁 피란,Korean War refugees 1950,6_25_피란민,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/Korean_refugees_aboard_SS_Meredith_Victory_in_December_1950_%28NH_95597%29.jpg/960px-Korean_refugees_aboard_SS_Meredith_Victory_in_December_1950_%28NH_95597%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:Korean_refugees_aboard_SS_Meredith_Victory_in_December_1950_(NH_95597).jpg
135,경부고속도로,현대,40,경부고속도로 개통,Gyeongbu Expressway construction,경부고속도로,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/%EA%B2%BD%EB%B6%80%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C-%EC%88%98%EC%9B%90-%EC%98%A4%EC%82%B0%EA%B0%84_%EA%B0%9C%ED%86%B54-1968.jpg/960px-%EA%B2%BD%EB%B6%80%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C-%EC%88%98%EC%9B%90-%EC%98%A4%EC%82%B0%EA%B0%84_%EA%B0%9C%ED%86%B54-1968.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,경기도청,https://commons.wikimedia.org/wiki/File:%EA%B2%BD%EB%B6%80%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C-%EC%88%98%EC%9B%90-%EC%98%A4%EC%82%B0%EA%B0%84_%EA%B0%9C%ED%86%B54-1968.jpg
136,장군총,삼국,4,장군총,Tomb of the General Goguryeo Ji'an,장군총,고분,장군총,,,,
137,서울 석촌동 고분군,삼국,5,석촌동 고분군,Seokchon-dong Tombs Seoul,석촌동_고분군,고분,석촌동 고분군,,,,
138,경주 대릉원,삼국,9,대릉원 천마총,Daereungwon Tumuli Park Gyeongju,대릉원,고분,천마총,,,,
139,각저총 씨름도,삼국,9,각저총 씨름도,Gakjeochong wrestling mural Goguryeo,각저총_씨름도,고분,,,,,
140,명도전,선사,3,명도전,Mingdaoqian knife coin Korea,명도전,화폐와 생활 유물,,,,,
141,창원 다호리 붓,선사,3,다호리 붓,Dahori Changwon brush Korea iron age,다호리_붓,고대 공예,,,,,
142,오녀산성,삼국,3,오녀산성,Wunü Mountain City Goguryeo,오녀산성,건축,,,,,
143,진도 용장성,고려,11,진도 용장성,Yongjangseong Jindo Sambyeolcho,용장성,건축,,,,,
144,제주 항파두리 항몽 유적,고려,11,항파두리 항몽 유적,Hangpaduri Jeju Sambyeolcho,항파두리,건축,,,,,
145,진주성,조선전기,18,진주성 촉석루,Jinjuseong Fortress Chokseongnu,진주성,건축,,,,,
146,행주산성,조선전기,18,행주산성,Haengjusanseong Fortress Goyang,행주산성,건축,,,,,
147,동래부순절도,조선전기,18,동래부순절도,Dongnaebu sunjeoldo painting,동래부순절도,회화,,,,,
148,거북선,조선전기,18,거북선,Geobukseon turtle ship,거북선,고대 공예,거북선,,,,
149,분재기,조선전기,19,분재기,Bunjaegi Joseon inheritance document,분재기,기록물,,,,,
150,공명첩,조선후기,25,공명첩,Gongmyeongcheop blank appointment Joseon,공명첩,기록물,공명첩과 납속책,,,,
151,동경대전,조선후기,25,동경대전,Donggyeong Daejeon Donghak scripture,동경대전,기록물,,,,,
152,백동화,개항기,32,백동화,Baekdonghwa nickel coin Korean Empire,백동화,화폐와 생활 유물,,,,,
153,제일은행권,개항기,32,제일은행권,Dai-Ichi Bank note Korea 1905,제일은행권,화폐와 생활 유물,화폐 정리 사업,,,,
154,혼천의,조선전기,20,혼천의,Honcheonui armillary sphere Joseon,혼천의,과학 기구,혼천의와 간의,,,,
155,앙부일구 받침,조선전기,20,仰釜日晷,Angbu Ilgu National Museum Korea,앙부일구2,과학 기구,,,,,
156,청자 음각 연화문 매병,고려,15,청자 음각 연화문,Celadon incised lotus maebyeong Goryeo,청자_음각_매병,도자,,,,,
157,백자 달항아리,조선후기,27,백자 달항아리,Moon jar white porcelain Joseon,달항아리,도자,,,,,
158,경주 감은사지 동서 삼층석탑,통일신라,9,감은사지 삼층석탑,Gameunsa temple site pagodas,감은사지_석탑2,석탑,,,,,
159,경주 석굴암 전경,통일신라,9,석굴암,Seokguram Grotto Gyeongju,석굴암,건축,석굴암,,,,
160,금동 대탑,고려,15,금동대탑,Gilt-bronze pagoda Goryeo,금동대탑,고대 공예,,,,,
161,유관순,일제강점기,35,유관순,Yu Gwan-sun,유관순,근현대 사진,,,,,
162,대한민국 임시 정부 청사,일제강점기,35,임시정부 청사 상하이,Provisional Government of Korea Shanghai,임시정부청사,건축,대한민국 임시 정부,,,,
163,안창호,일제강점기,31,안창호,Ahn Chang-ho,안창호,근현대 사진,안창호,,,,
164,신채호,일제강점기,37,신채호,Shin Chae-ho,신채호,근현대 사진,,,,,
165,이육사,일제강점기,37,이육사,Yi Yuksa poet,이육사,근현대 사진,,,,,
166,윤동주,일제강점기,37,윤동주,Yun Dong-ju,윤동주,근현대 사진,,,,,
167,김구,일제강점기,37,김구,Kim Ku,김구,근현대 사진,김구,,,,
168,조선어 학회 회원,일제강점기,37,조선어학회,Korean Language Society 1930s,조선어학회,근현대 사진,조선어 학회,,,,
169,38선 표지판,현대,38,38선 표지,38th parallel Korea sign 1945,38선,근현대 사진,,,,,
170,인천 상륙 작전,현대,38,인천상륙작전,Battle of Inchon landing 1950,인천상륙작전,근현대 사진,인천 상륙 작전,,,,
171,흥남 철수,현대,38,흥남 철수,Hungnam evacuation 1950,흥남철수,근현대 사진,1·4 후퇴,,,,
172,정전 협정 조인,현대,38,정전협정 판문점,Korean Armistice Agreement signing 1953,정전협정,근현대 사진,정전 협정,,,,
173,6·25 전쟁 피란 열차,현대,38,6.25 피란 열차,Korean War refugees train 1951,피란열차,근현대 사진,,,,,
174,제헌 국회 개원,현대,38,제헌국회,Constituent National Assembly Korea 1948,제헌국회,근현대 사진,제헌 국회,,,,
175,5·16 군사 정변,현대,39,5.16 군사정변,May 16 coup 1961 Park Chung-hee,5_16,근현대 사진,5·16 군사 정변,,,,
176,6월 민주 항쟁,현대,39,6월 민주항쟁,June Democratic Struggle 1987,6월민주항쟁,근현대 사진,6월 민주 항쟁,,,,
177,서울 올림픽,현대,39,1988 서울올림픽,1988 Seoul Olympics opening,서울올림픽,근현대 사진,,,,,
178,포항 제철,현대,40,포항제철,POSCO Pohang steel works 1970s,포항제철,근현대 사진,,,,,
